MRKTTAG,PRDCTAG,SALESUNITS,SALESUNITS.OLD,SALESUNITS192OZEQUCASEBASIS,SALESUNITS192OZEQUCASEBASIS,AVERAGERETAILPRICE,pcACV,TOTALBASELINEUNITS,TOTALBASELINEdollars,NOPROMOPRICE,ANYFEATUREpcACV,ANYDISPLAYpcACV,ANYFETandDSPpcACV,ANYFETWODSPpcACV,ANYDSPWOFETpcACV,PRICEDECRUNITS,PRICEDECRPRICE,PRICEDECRpcACV,ANYFTDISCUMpcAC,WeekendingDate,WeekNumber
MRKT3,PRDT1,354.15,35415,26561,114129,3.22,100,18771,75905,3.3,0,72,0,0,72,4291,3.29,18,0,20160910,36
MRKT3,PRDT1,331.51,33151,24863,109197,3.29,100,18538,72863,3.33,0,81,0,0,81,4098,3.34,18,0,20160917,37
MRKT3,PRDT1,339.81,33981,25486,112141,3.3,100,17673,59859,3.33,0,51,0,0,51,5189,3.24,18,0,20160924,38
MRKT3,PRDT1,329.63,32963,24722,108962,3.31,100,18905,62274,3.32,0,51,0,0,51,0,0,0,0,20161001,39
MRKT3,PRDT1,254.77,25477,19108,91689,3.6,100,18842,62290,3.61,0,43,0,0,43,0,0,0,0,20161008,40
MRKT3,PRDT1,157.18,15718,11789,63629,4.05,100,17734,65774,4.03,0,5,0,0,5,0,0,0,0,20161015,41
MRKT3,PRDT1,146.24,14624,10968,60476,4.14,100,18654,73651,4.13,0,5,0,0,5,0,0,0,0,20161022,42
MRKT3,PRDT1,151.55,15155,11366,59891,3.95,100,17376,70251,3.93,0,5,0,0,5,1163,3.94,9,0,20161029,43
MRKT3,PRDT1,141.89,14189,10642,57491,4.05,100,15964,66558,4.25,0,0,0,0,0,4293,3.59,31,0,20161105,44
MRKT3,PRDT1,142.71,14271,10703,56368,3.95,100,14254,59254,4.17,0,0,0,0,0,6533,3.69,40,0,20161112,45
MRKT3,PRDT1,146.47,14647,10985,56839,3.88,100,13935,59745,4.43,0,0,0,0,0,11039,3.7,73,0,20161119,46
MRKT3,PRDT1,182.98,18298,13724,71279,3.9,100,13668,57722,4.36,0,0,0,0,0,12278,3.67,65,0,20161126,47
MRKT3,PRDT1,117.01,11701,8776,46797,4,100,13676,58417,4.45,0,13,0,0,13,5408,3.98,48,0,20161203,48
MRKT3,PRDT1,125.2,12520,9390,49720,3.97,100,13522,56043,4.01,0,0,0,0,0,4455,3.9,33,0,20161210,49
MRKT3,PRDT1,148.11,14811,11108,57154,3.86,100,14084,58357,3.98,0,0,0,0,0,7307,3.74,53,0,20161217,50
MRKT3,PRDT1,192.45,19245,14434,73448,3.82,100,12174,50969,4.1,0,0,0,0,0,13302,3.69,63,0,20161224,51
MRKT3,PRDT1,139.01,13901,10426,54629,3.93,100,14788,61538,4.23,0,0,0,0,0,7064,3.64,40,0,20161231,52
MRKT3,PRDT1,141.97,14197,10648,57296,4.04,100,12596,51727,4.12,0,0,0,0,0,1490,3.29,9,0,20170107,1
MRKT3,PRDT1,127.44,12744,9558,52100,4.09,100,13246,55542,4.16,0,17,0,0,17,1887,3.36,9,0,20170114,2
MRKT3,PRDT1,144.38,14438,10829,58662,4.06,100,13740,56871,4.18,0,0,0,0,0,2763,3.57,17,0,20170121,3
MRKT3,PRDT1,132.9,13290,9968,53776,4.05,100,13365,56249,4.24,0,9,0,0,9,1352,3.7,10,0,20170128,4
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131109,44
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131116,45
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131123,46
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131130,47
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131207,48
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131214,49
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131221,50
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131228,51
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140104,52
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140111,1
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140118,2
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140125,3
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140201,4
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140208,5
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140215,6
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140222,7
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140301,8
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140308,9
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140315,10
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140322,11
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140329,12
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140405,13
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140412,14
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140419,15
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140426,16
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140503,17
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140510,18
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140517,19
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140524,20
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140531,21
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140607,22
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140614,23
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140621,24
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140628,25
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140705,26
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140712,27
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140719,28
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140726,29
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140802,30
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140809,31
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140816,32
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140823,33
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140830,34
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140906,35
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140913,36
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140920,37
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20140927,38
MRKT3,PRDT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20141004,39
MRKT3,PRDT2,281.1,28110,9897,38311,1.36,100,28772,39799,1.37,0,58,0,0,58,0,0,0,0,20141011,40
MRKT3,PRDT2,290.61,29061,10232,39558,1.36,100,28368,39117,1.35,0,42,0,0,42,0,0,0,0,20141018,41
MRKT3,PRDT2,286.95,28695,10103,39545,1.38,100,28628,39638,1.38,0,42,0,0,42,0,0,0,0,20141025,42
MRKT3,PRDT2,308.85,30885,10874,42635,1.38,100,29759,41654,1.38,0,36,0,0,36,0,0,0,0,20141101,43
MRKT3,PRDT2,292.49,29249,10298,39872,1.36,100,27249,38358,1.4,0,28,0,0,28,4323,1.14,10,0,20141108,44
MRKT3,PRDT2,297.33,29733,10468,39678,1.33,100,25346,37918,1.41,0,42,0,0,42,14751,1.2,33,0,20141115,45
MRKT3,PRDT2,313.76,31376,11047,41210,1.31,100,25995,38983,1.43,0,43,0,0,43,7135,1.32,23,0,20141122,46
MRKT3,PRDT2,444.35,44435,15645,59200,1.33,100,26833,39967,1.44,0,43,0,0,43,10236,1.32,23,0,20141129,47
MRKT3,PRDT2,535.57,53557,18857,57040,1.07,100,30766,42869,1.06,0,78,0,0,78,7418,1.09,18,0,20141206,48
MRKT3,PRDT2,763.77,76377,26891,75849,0.99,100,34757,47205,1,0,68,0,0,68,21872,0.99,28,0,20141213,49
MRKT3,PRDT2,862.7,86270,30374,85472,0.99,100,33712,45338,1,0,64,0,0,64,23203,0.99,32,0,20141220,50
MRKT3,PRDT2,1073.63,107363,37801,107199,1,100,36784,48626,1,96,86,86,10,0,0,0,0,86,20141227,51
MRKT3,PRDT2,847.54,84754,29840,84647,1,100,35764,46079,1,96,77,77,20,0,0,0,0,77,20150103,52
MRKT3,PRDT2,366.69,36669,12911,46351,1.26,100,29903,40652,1.19,0,66,0,0,66,10283,1.33,30,0,20150110,1
MRKT3,PRDT2,303.12,30312,10672,42610,1.41,100,30554,40611,1.41,0,43,0,0,43,0,0,0,0,20150117,2
MRKT3,PRDT2,304.46,30446,10720,42585,1.4,100,30090,42595,1.44,0,43,0,0,43,5287,1.32,15,0,20150124,3
MRKT3,PRDT2,301.91,30191,10630,41143,1.36,100,27862,39987,1.41,0,43,0,0,43,11837,1.29,33,0,20150131,4
MRKT3,PRDT2,309.8,30980,10908,42904,1.38,100,28573,40384,1.38,0,52,0,0,52,7752,1.33,23,0,20150207,5
MRKT3,PRDT2,460.61,46061,16217,54204,1.18,100,29220,40762,1.17,0,26,0,0,26,30837,1.2,69,0,20150214,6
MRKT3,PRDT2,878.76,87876,30940,87841,1,100,33305,45029,1,96,76,76,20,0,0,0,0,76,20150221,7
MRKT3,PRDT2,936.37,93637,32968,93630,1,100,32911,44184,1,96,96,96,0,0,0,0,0,96,20150228,8
MRKT3,PRDT2,899.48,89948,31669,89938,1,100,32212,43118,1,96,96,96,0,0,0,0,0,96,20150307,9
MRKT3,PRDT2,662.19,66219,23315,69898,1.06,100,31689,43140,1.07,0,78,0,0,78,13292,1.04,18,0,20150314,10
MRKT3,PRDT2,255.51,25551,8996,36009,1.41,100,26114,36509,1.42,0,55,0,0,55,0,0,0,0,20150321,11
MRKT3,PRDT2,221.23,22123,7789,31385,1.42,100,26334,37269,1.42,0,19,0,0,19,0,0,0,0,20150328,12
MRKT3,PRDT2,263.34,26334,9272,36729,1.39,100,25301,36092,1.39,0,19,0,0,19,1502,1.38,4,0,20150404,13
MRKT3,PRDT2,260.86,26086,9184,36353,1.39,100,25080,35350,1.4,0,19,0,0,19,0,0,0,0,20150411,14
MRKT3,PRDT2,231.86,23186,8163,32401,1.4,100,25316,36068,1.4,0,19,0,0,19,0,0,0,0,20150418,15
MRKT3,PRDT2,265.03,26503,9331,37295,1.41,100,27680,38919,1.41,0,19,0,0,19,0,0,0,0,20150425,16
MRKT3,PRDT2,269.87,26987,9502,37867,1.4,100,25679,36612,1.41,0,19,0,0,19,2453,1.37,8,0,20150502,17
MRKT3,PRDT2,284.11,28411,10003,39865,1.4,100,27009,38400,1.41,0,19,0,0,19,0,0,0,0,20150509,18
MRKT3,PRDT2,422.81,42281,14886,51028,1.21,100,27389,38978,1.08,0,20,0,0,20,30925,1.2,79,0,20150516,19
MRKT3,PRDT2,765.07,76507,26937,76432,1,100,29434,41476,0.99,0,80,0,0,80,8507,1,19,0,20150523,20
MRKT3,PRDT2,730.9,73090,25734,72994,1,100,32219,45495,0.99,0,71,0,0,71,21374,1,29,0,20150530,21
MRKT3,PRDT2,723.53,72353,25474,72336,1,100,33849,47832,0.99,96,61,58,38,4,0,0,0,58,20150606,22
MRKT3,PRDT2,586.81,58681,20661,58597,1,100,30923,43704,1,96,36,32,63,4,0,0,0,32,20150613,23
MRKT3,PRDT2,304.68,30468,10727,39648,1.3,100,26333,37337,1.31,0,0,0,0,0,27606,1.3,87,0,20150620,24
MRKT3,PRDT2,260.97,26097,9188,36654,1.4,100,28672,40549,1.4,0,0,0,0,0,0,0,0,0,20150627,25
MRKT3,PRDT2,297.4,29740,10471,41638,1.4,100,25368,35800,1.4,0,0,0,0,0,0,0,0,0,20150704,26
MRKT3,PRDT2,242.74,24274,8546,34380,1.42,100,26207,36807,1.42,0,0,0,0,0,2019,1.34,8,0,20150711,27
MRKT3,PRDT2,273.03,27303,9613,37880,1.39,100,24093,34216,1.41,0,0,0,0,0,4910,1.3,17,0,20150718,28
MRKT3,PRDT2,270.94,27094,9539,36897,1.36,100,25830,36433,1.38,0,0,0,0,0,6911,1.31,21,0,20150725,29
MRKT3,PRDT2,241.73,24173,8511,33444,1.38,100,25378,36039,1.4,0,10,0,0,10,2729,1.35,9,0,20150801,30
MRKT3,PRDT2,242.44,24244,8536,33935,1.4,100,25536,36259,1.4,0,0,0,0,0,932,1.37,7,0,20150808,31
MRKT3,PRDT2,233.75,23375,8230,32739,1.4,100,23264,33024,1.41,0,10,0,0,10,0,0,0,0,20150815,32
MRKT3,PRDT2,233.16,23316,8209,32139,1.38,100,24485,34061,1.38,0,21,0,0,21,0,0,0,0,20150822,33
MRKT3,PRDT2,232.92,23292,8201,32061,1.38,100,24243,33988,1.37,0,10,0,0,10,0,0,0,0,20150829,34
MRKT3,PRDT2,245.27,24527,8636,33888,1.38,100,24205,34838,1.44,0,9,0,0,9,9627,1.31,38,0,20150905,35
MRKT3,PRDT2,278.89,27889,9819,37433,1.34,100,25365,35327,1.38,0,0,0,0,0,6834,1.21,18,0,20150912,36
MRKT3,PRDT2,298.89,29889,10523,39068,1.31,100,24602,34730,1.42,0,26,0,0,26,2580,1.34,8,0,20150919,37
MRKT3,PRDT2,300.34,30034,10574,39546,1.32,100,26110,37082,1.41,0,10,0,0,10,0,0,0,0,20150926,38
MRKT3,PRDT2,292.13,29213,10285,38284,1.31,100,25079,35512,1.39,0,38,0,0,38,0,0,0,0,20151003,39
MRKT3,PRDT2,293.93,29393,10349,38929,1.32,100,25508,37051,1.44,0,10,0,0,10,1086,1.33,7,0,20151010,40
MRKT3,PRDT2,297.65,29765,10480,40082,1.35,100,26884,38395,1.42,0,10,0,0,10,2556,1.34,8,0,20151017,41
MRKT3,PRDT2,284.21,28421,10007,39783,1.4,100,27129,38353,1.41,0,21,0,0,21,1961,1.37,3,0,20151024,42
MRKT3,PRDT2,299.65,29965,10550,41507,1.39,100,27773,39570,1.41,0,15,0,0,15,6751,1.28,18,0,20151031,43
MRKT3,PRDT2,307.41,30741,10823,41387,1.35,100,28096,41984,1.46,0,25,0,0,25,4865,1.33,12,0,20151107,44
MRKT3,PRDT2,288.34,28834,10152,38962,1.35,100,31856,47796,1.47,0,10,0,0,10,8485,1.38,32,0,20151114,45
MRKT3,PRDT2,293.33,29333,10328,39484,1.35,100,32021,48247,1.49,0,10,0,0,10,8525,1.32,31,0,20151121,46
MRKT3,PRDT2,446.43,44643,15718,61263,1.37,100,29992,44507,1.44,0,29,0,0,29,0,0,0,0,20151128,47
MRKT3,PRDT2,381.1,38110,13418,45363,1.19,100,34698,51001,1.27,0,24,0,0,24,28001,1.17,75,0,20151205,48
MRKT3,PRDT2,706.56,70656,24877,70623,1,100,37349,53215,1,0,52,0,0,52,27830,1,47,0,20151212,49
MRKT3,PRDT2,803.91,80391,28304,80332,1,100,37594,52449,1,0,78,0,0,78,10667,1,21,0,20151219,50
MRKT3,PRDT2,1050.5,105050,36986,105029,1,100,39623,53081,1,0,78,0,0,78,14989,1,21,0,20151226,51
MRKT3,PRDT2,853.92,85392,30065,85182,1,100,41265,54710,1,0,87,0,0,87,5043,1,12,0,20160102,52
MRKT3,PRDT2,532.64,53264,18753,56629,1.06,100,40214,53105,1.08,0,59,0,0,59,17974,1.07,40,0,20160109,1
MRKT3,PRDT2,302.67,30267,10657,41882,1.38,100,36980,50993,1.45,0,34,0,0,34,0,0,0,0,20160116,2
MRKT3,PRDT2,329.86,32986,11614,44604,1.35,100,35173,49929,1.42,0,52,0,0,52,0,0,0,0,20160123,3
MRKT3,PRDT2,277.030303,27426,9656,35179,1.28,99,35348,49185,1.35,0,46,0,0,46,11776,1.24,41,0,20160130,4
MRKT3,PRDT2,303.2929293,30026,10572,38336,1.28,99,35960,51183,1.43,0,15,0,0,15,18890,1.22,52,0,20160206,5
MRKT3,PRDT2,342.5858586,33916,11941,43845,1.29,99,32369,47301,1.41,0,44,0,0,44,12638,1.29,33,0,20160213,6
MRKT3,PRDT2,347.49,34749,12235,44902,1.29,100,30351,43849,1.43,0,31,0,0,31,15408,1.25,36,0,20160220,7
MRKT3,PRDT2,357.9,35790,12601,45670,1.28,100,32893,47242,1.35,0,52,0,0,52,14909,1.24,36,0,20160227,8
MRKT3,PRDT2,336.96,33696,11864,43401,1.29,100,31866,45897,1.38,0,65,0,0,65,9793,1.25,23,0,20160305,9
MRKT3,PRDT2,343.45,34345,12092,44023,1.28,100,31420,43943,1.46,0,44,0,0,44,13694,1.27,34,0,20160312,10
MRKT3,PRDT2,331.66,33166,11677,42528,1.28,100,28872,37495,1.31,0,44,0,0,44,3173,1.32,11,0,20160319,11
MRKT3,PRDT2,349.42,34942,12302,45035,1.29,100,32265,41778,1.31,0,54,0,0,54,0,0,0,0,20160326,12
MRKT3,PRDT2,341.28,34128,12016,44177,1.29,100,33694,43778,1.34,0,44,0,0,44,0,0,0,0,20160402,13
MRKT3,PRDT2,321.24,32124,11310,41247,1.28,100,30033,39001,1.3,0,54,0,0,54,0,0,0,0,20160409,14
MRKT3,PRDT2,329.31,32931,11594,42217,1.28,100,30186,39097,1.26,0,57,0,0,57,0,0,0,0,20160416,15
MRKT3,PRDT2,290.2,29020,10217,39121,1.35,100,32391,41702,1.34,0,30,0,0,30,0,0,0,0,20160423,16
MRKT3,PRDT2,265.09,26509,9333,37910,1.43,100,30243,40783,1.43,0,18,0,0,18,0,0,0,0,20160430,17
MRKT3,PRDT2,279.62,27962,9845,39871,1.43,100,30737,43759,1.42,0,26,0,0,26,0,0,0,0,20160507,18
MRKT3,PRDT2,281.4,28140,9908,40221,1.43,100,26327,37873,1.45,0,18,0,0,18,4652,1.34,13,0,20160514,19
MRKT3,PRDT2,261.68,26168,9213,37263,1.42,100,27944,40312,1.43,0,18,0,0,18,0,0,0,0,20160521,20
MRKT3,PRDT2,266.13,26613,9370,37798,1.42,100,25775,37713,1.46,0,31,0,0,31,2236,1.33,7,0,20160528,21
MRKT3,PRDT2,268.82,26882,9465,38673,1.44,100,25826,37891,1.47,0,31,0,0,31,2001,1.34,10,0,20160604,22
MRKT3,PRDT2,251.48,25148,8854,36116,1.44,100,26500,38800,1.44,0,18,0,0,18,2133,1.42,4,0,20160611,23
MRKT3,PRDT2,256.42,25642,9028,36477,1.42,100,26461,38155,1.42,0,35,0,0,35,0,0,0,0,20160618,24
MRKT3,PRDT2,256.23,25623,9021,36749,1.43,100,25662,37624,1.46,0,27,0,0,27,3872,1.33,13,0,20160625,25
MRKT3,PRDT2,265.66,26566,9353,37517,1.41,100,26372,38181,1.42,0,40,0,0,40,0,0,0,0,20160702,26
MRKT3,PRDT2,281.01,28101,9894,40325,1.44,100,26519,38806,1.43,0,31,0,0,31,0,0,0,0,20160709,27
MRKT3,PRDT2,250.87,25087,8833,35750,1.43,100,25614,37313,1.44,0,21,0,0,21,2144,1.35,10,0,20160716,28
MRKT3,PRDT2,261.63,26163,9212,36980,1.41,100,24905,36319,1.42,0,17,0,0,17,4277,1.39,18,0,20160723,29
MRKT3,PRDT2,245.12,24512,8630,35180,1.44,100,25610,37136,1.44,0,13,0,0,13,0,0,0,0,20160730,30
MRKT3,PRDT2,246.28,24628,8671,35808,1.45,100,24048,35137,1.46,0,13,0,0,13,0,0,0,0,20160806,31
MRKT3,PRDT2,254.68,25468,8967,36350,1.43,100,23973,34933,1.45,0,13,0,0,13,4492,1.38,18,0,20160813,32
MRKT3,PRDT2,240.21,24021,8457,34589,1.44,100,25600,36973,1.45,0,0,0,0,0,2296,1.37,9,0,20160820,33
MRKT3,PRDT2,234.44,23444,8254,33611,1.43,100,24154,35126,1.44,0,0,0,0,0,2150,1.41,8,0,20160827,34
MRKT3,PRDT2,244.47,24447,8607,34852,1.43,100,23787,35424,1.47,0,0,0,0,0,6846,1.31,22,0,20160903,35
MRKT3,PRDT2,260.07,26007,9157,37406,1.44,100,23149,34156,1.45,0,13,0,0,13,2295,1.43,5,0,20160910,36
MRKT3,PRDT2,245.77,24577,8653,35645,1.45,100,25714,37681,1.46,0,0,0,0,0,2452,1.35,7,0,20160917,37
MRKT3,PRDT2,244.77,24477,8618,35673,1.46,100,24492,35688,1.46,0,0,0,0,0,0,0,0,0,20160924,38
MRKT3,PRDT2,251.08,25108,8840,35842,1.43,100,26698,39135,1.43,0,13,0,0,13,2233,1.43,5,0,20161001,39
MRKT3,PRDT2,276.21,27621,9725,39254,1.42,100,25306,37201,1.44,0,12,0,0,12,2867,1.18,9,0,20161008,40
MRKT3,PRDT2,288.87,28887,10171,40486,1.4,100,26171,38493,1.45,0,35,0,0,35,3208,1,9,0,20161015,41
MRKT3,PRDT2,393.88,39388,13868,47589,1.21,100,26906,40506,1.46,0,22,0,0,22,25374,1.19,61,0,20161022,42
MRKT3,PRDT2,551.76,55176,19427,56769,1.03,100,26533,39406,1.11,0,22,0,0,22,36393,1.04,77,0,20161029,43
MRKT3,PRDT2,608.8,60880,21435,60518,0.99,100,53041,77598,1,0,46,0,0,46,26086,1,53,0,20161105,44
MRKT3,PRDT2,581.14,58114,20461,57980,1,100,54182,79485,1,0,58,0,0,58,21948,1,41,0,20161112,45
MRKT3,PRDT2,609.43,60943,21457,60810,1,100,53212,77581,1,0,58,0,0,58,22928,1,41,0,20161119,46
MRKT3,PRDT2,874.01,87401,30772,87321,1,100,56878,81837,1,0,34,0,0,34,54364,1,66,0,20161126,47
MRKT3,PRDT2,623.06,62306,21937,62252,1,100,55382,78986,1,0,63,0,0,63,13010,1,27,0,20161203,48
MRKT3,PRDT2,669.28,66928,23564,66900,1,100,54563,65164,1,0,65,0,0,65,20201,1,34,0,20161210,49
MRKT3,PRDT2,724.2,72420,25498,72372,1,100,59689,60849,1,0,80,0,0,80,5220,1,9,0,20161217,50
MRKT3,PRDT2,1006.74,100674,35446,100658,1,100,65315,65203,1,0,72,0,0,72,0,0,0,0,20161224,51
MRKT3,PRDT2,770.98,77098,27145,76999,1,100,79220,79116,1,94,55,50,44,5,0,0,0,50,20161231,52
MRKT3,PRDT2,814.02,81402,28660,81275,1,100,76451,76505,1,94,64,59,35,5,0,0,0,59,20170107,1
MRKT3,PRDT2,663.78,66378,23371,67678,1.02,100,78678,79496,1.01,0,87,0,0,87,0,0,0,0,20170114,2
MRKT3,PRDT2,735.63,73563,25900,73528,1,100,73330,74400,1,0,70,0,0,70,0,0,0,0,20170121,3
MRKT3,PRDT2,484.34,48434,17053,57085,1.18,100,72905,73277,1.21,0,53,0,0,53,0,0,0,0,20170128,4
MRKT1,PRDT3,20.2,303,19,296,0.98,15,255,249,0.98,0,0,0,0,0,0,0,0,0,20131109,44
MRKT1,PRDT3,19.5,312,20,309,0.99,16,190,188,0.99,0,0,0,0,0,0,0,0,0,20131116,45
MRKT1,PRDT3,20.06666667,301,19,295,0.98,15,282,276,0.98,0,0,0,0,0,0,0,0,0,20131123,46
MRKT1,PRDT3,19.13333333,287,18,281,0.98,15,300,294,0.98,0,0,0,0,0,0,0,0,0,20131130,47
MRKT1,PRDT3,20.3125,325,20,322,0.99,16,403,399,0.99,0,0,0,0,0,0,0,0,0,20131207,48
MRKT1,PRDT3,16.38888889,295,18,289,0.98,18,219,214,0.98,0,0,0,0,0,0,0,0,0,20131214,49
MRKT1,PRDT3,22.16666667,399,25,395,0.99,18,313,309,0.99,0,0,0,0,0,0,0,0,0,20131221,50
MRKT1,PRDT3,20.55555556,370,23,358,0.97,18,321,311,0.97,0,0,0,0,0,0,0,0,0,20131228,51
MRKT1,PRDT3,17.27777778,311,19,308,0.99,18,353,349,0.99,0,0,0,0,0,0,0,0,0,20140104,52
MRKT1,PRDT3,19.94444444,359,22,355,0.99,18,211,209,0.99,0,0,0,0,0,0,0,0,0,20140111,1
MRKT1,PRDT3,22.52941176,383,24,372,0.97,17,652,633,0.97,0,0,0,0,0,0,0,0,0,20140118,2
MRKT1,PRDT3,18.58823529,316,20,313,0.99,17,307,304,0.99,0,0,0,0,0,0,0,0,0,20140125,3
MRKT1,PRDT3,19.125,306,19,296,0.97,16,890,861,0.97,0,0,0,0,0,0,0,0,0,20140201,4
MRKT1,PRDT3,17.73333333,266,17,260,0.98,15,446,436,0.98,0,0,0,0,0,0,0,0,0,20140208,5
MRKT1,PRDT3,15.21428571,213,13,211,0.99,14,138,137,0.99,0,0,0,0,0,0,0,0,0,20140215,6
MRKT1,PRDT3,17.78571429,249,16,240,0.96,14,390,376,0.96,0,0,0,0,0,0,0,0,0,20140222,7
MRKT1,PRDT3,20.09090909,221,14,208,0.94,11,113,107,0.94,0,0,0,0,0,0,0,0,0,20140301,8
MRKT1,PRDT3,15.875,127,8,126,0.99,8,161,160,0.99,0,0,0,0,0,0,0,0,0,20140308,9
MRKT1,PRDT3,16.28571429,114,7,113,0.99,7,114,113,0.99,0,0,0,0,0,0,0,0,0,20140315,10
MRKT1,PRDT3,16,96,6,95,0.99,6,203,201,0.99,0,0,0,0,0,0,0,0,0,20140322,11
MRKT1,PRDT3,21,84,5,83,0.99,4,29,28,0.99,0,0,0,0,0,0,0,0,0,20140329,12
MRKT1,PRDT3,44.42857143,311,19,162,0.52,7,386,134,0.7,0,2,0,0,2,0,0,0,0,20140405,13
MRKT1,PRDT3,62.22222222,560,35,256,0.46,9,177,95,1.16,0,5,0,0,5,0,0,0,0,20140412,14
MRKT1,PRDT3,71.375,571,36,237,0.42,8,458,171,0.42,0,0,0,0,0,0,0,0,0,20140419,15
MRKT1,PRDT3,88.25,706,44,280,0.4,8,986,276,0.4,0,0,0,0,0,0,0,0,0,20140426,16
MRKT1,PRDT3,96.25,770,48,306,0.4,8,638,179,0.4,0,0,0,0,0,0,0,0,0,20140503,17
MRKT1,PRDT3,89.5,716,45,293,0.41,8,1560,474,0.41,0,3,0,0,3,0,0,0,0,20140510,18
MRKT1,PRDT3,97,873,55,297,0.34,9,226,77,0,0,9,0,0,9,0,0,0,0,20140517,19
